code,report_type,release_date,analysis_year,manufacturer,device_name,device_type,title,content_title,sensor_modality,pixel_pitch_um,resolution_mp,resolution_x,resolution_y,optical_format,active_si_thickness_um,optical_stack_height_um,cfa_thickness_um,cfa_thickness_min_um,cfa_thickness_max_um,ocl_pitch_um,color_filter_pitch_um,grid_pitch_um,die_area_mm2,die_size_text,package_dimensions_text,cis_foundry,cis_process_nm,isp_process_nm,pixel_beol_metal_pitch_nm,pixel_sharing,pixel_architecture,transistors_per_pixel,subpixels_per_pixel,illumination,shutter,transfer_gate_type,is_stacked,has_dbi,has_dti,dti_type,dti_depth_um,dti_width_um,dti_width_nm,dti_aspect_ratio,dti_fill_material,dti_liner_material,dti_biasing,cfa_pattern,microlens_type,grid_material,metal_stack,has_hdr,has_lofic,has_pdaf,source_html,source_pdf,stack_config,tcad_profile
DEF-2308-804,DEF,2023-10-30T00:00:00.000+00:00,2023,Sony,IMX623,CMOS Image Sensor,"Sony IMX623, 1/2.42” Format, 2.95MP, 3.0μm Pixel Pitch, Stacked Back-Illuminated (Exmor RS) Split Pixel Technology HDR and LFM CMOS Image Sensor Device Essentials Folder",,cmos_image_sensor,3.0,2.95,,,"1/2.42""",3.0,2.5,,0.5,0.63,,,,,,,,,,,,standalone,7.0,,back_illuminated,,vertical_transfer_gate,true,true,true,full_depth_front_dti,,,,,,,,bayer,gapless_ocl,w,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/051_DEF-2308-804.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/051_DEF-2308-804/Sony_IMX623_DEF-2308-804.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2308_804_sony_imx623.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2308_804_sony_imx623/profile.json
DEF-2309-801,DEF,2023-11-07T00:00:00.000+00:00,2023,STMicroelectronics,5940AA_CIS,CMOS Image Sensor,"STMicroelectronics VB1940, 1/2.5″ Format, 5.1MP Resolution, 2.25μm Pixel Pitch, Stacked Back-Illuminated RGB/NIR CMOS Image Sensor Device Essentials Folder",,global_shutter_cis,2.25,5.1,,,"1/2.5""",5.6,3.5,,0.65,0.82,2.25,2.25,,,,,,,,,,standalone,7.0,,back_illuminated,global,,true,true,true,full_depth_front_dti,5.6,0.24,240.0,,oxide,,,,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/050_DEF-2309-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/050_DEF-2309-801/STMicroelectronics_VB1940_DEF-2309-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2309_801_stmicroelectronics_5940aa_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2309_801_stmicroelectronics_5940aa_cis/profile.json
DEF-2310-801,DEF,2023-11-24T00:00:00.000+00:00,2023,ams OSRAM,Mira050-1QM1WB_FT_SE,Image Sensors,"ams OSRAM Mira050, 1/7″ Format, 0.5MP Resolution, 2.79μm Pixel Pitch Stacked Back-Illuminated NIR Enhanced Voltage Domain Global Shutter CMOS Image Sensor Device Essentials Folder",,global_shutter_cis,2.79,0.5,,,,6.0,3.0,,,,2.79,,2.79,,,,,,,,,standalone,9.0,,back_illuminated,global,,true,true,true,partial_depth_back_dti,4.2,,,,,,,,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/048_DEF-2310-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/048_DEF-2310-801/ams_OSRAM_Mira050_DEF-2310-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2310_801_ams_osram_mira050_1qm1wb_ft_se.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2310_801_ams_osram_mira050_1qm1wb_ft_se/profile.json
DEF-2310-802,DEF,2023-11-24T00:00:00.000+00:00,2023,ON Semi,AR0823_ISP,Image Processor,"onsemi AR0823AT, 1/1.8″ Format, 8.3MP Resolution, 2.1μm Pixel Pitch, Stacked Back-Illuminated HDR and LFM CMOS Image Sensor (Hyperlux(TM) Super-Exposure Pixel Sensor) Device Essentials Folder",,nir_cis,2.1,8.3,,,"1/1.8""",3.1,1.9,,0.6,0.69,2.1,2.1,,,,,,,,,,standalone,6.0,,back_illuminated,,,true,true,true,partial_depth_back_dti,1.4,,,,,,,bayer,gapless_ocl,tin,,true,true,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_devices_a6pf30000000GqhAAE/html/reports/014_DEF-2310-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_devices_a6pf30000000GqhAAE/html/pdfs/014_DEF-2310-802/onsemi_AR0823AT_DEF-2310-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2310_802_on_semi_ar0823_isp.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2310_802_on_semi_ar0823_isp/profile.json
DEF-2310-803,DEF,2023-11-20T00:00:00.000+00:00,2023,Sony,IMX904,CMOS Image Sensor,iPhone 15 Rear Camera (Sony 2-layer) Device Essentials Folder,,cmos_image_sensor,1.0,48.0,,,"1/1.56""",4.3,1.8,,0.52,0.59,1.0,2.0,1.0,,,,,,,,,quad_pixel,75.0,,back_illuminated,,,true,true,true,full_depth_front_dti,,,,,oxide,,,quad_bayer,gapless_ocl,w,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/049_DEF-2310-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/049_DEF-2310-803/Sony_A2846_Dual-Rear-Cam2_ExmorT_DEF-2310-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2310_803_sony_imx904.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2310_803_sony_imx904/profile.json
DEF-2312-801,DEF,2024-02-06T00:00:00.000+00:00,2024,Samsung,S5KGM5SX_CIS,CMOS Image Sensor,"Samsung ISOCELL GM5 (S5KGM5SX) 1/2.55”, 48MP, 0.70µm Pixel Pitch, Stacked Back-Illuminated, Tetrapixel, and Super-PD CMOS Image Sensor Device Essentials Folder",,cmos_image_sensor,0.7,48.0,,,"1/2.55""",3.8,1.3,,0.58,0.64,0.7,1.4,0.7,,,,,,,,,four_shared,5.0,,back_illuminated,,vertical_transfer_gate,true,true,true,full_depth_front_dti,,,,,polysilicon,dielectric,,bayer,gapless_ocl,tin,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/047_DEF-2312-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/047_DEF-2312-801/Samsung_S5KGM5SX_DEF-2312-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2312_801_samsung_s5kgm5sx_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2312_801_samsung_s5kgm5sx_cis/profile.json
DEF-2312-802,DEF,2024-01-31T00:00:00.000+00:00,2024,SK Hynix,Hi-5022Q,,"SK Hynix Hi-5022Q, 1/2.8″ Format, 50MP Resolution, 0.64μm Pixel Pitch, Stacked Back-Illuminated CMOS Image Sensor Device Essentials Folder",,cmos_image_sensor,0.64,50.0,,,"1/2.8""",3.7,1.4,,0.54,0.69,0.64,1.28,0.64,,,,,,,,,quad_pixel,1.5,,back_illuminated,,,true,true,true,full_depth_front_dti,2.7,,,,,,,quad_bayer,gapless_ocl,w,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/005_DEF-2312-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/005_DEF-2312-802/SK hynix_Hi-5022Q_DEF-2312-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2312_802_sk_hynix_hi_5022q.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2312_802_sk_hynix_hi_5022q/profile.json
DEF-2401-801,DEF,2024-02-22T00:00:00.000+00:00,2024,Galaxycore Inc,KJ5n_Front-Cam_CIS,CMOS Image Sensor,"Galaxycore GC32E1 1/3.1”, 32MP, 0.70µm Pixel Pitch, Back-Illuminated, CMOS Image Sensor Device Essentials Folder",,cmos_image_sensor,0.7,32.0,,,"1/3.1""",2.7,1.4,,0.42,0.67,0.7,1.4,0.7,,,,,,,,,quad_pixel,5.0,,back_illuminated,,,,,true,partial_depth_back_dti,,,,,,,,quad_bayer,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/046_DEF-2401-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/046_DEF-2401-801/Galaxycore_GC32E1_DEF-2401-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2401_801_galaxycore_inc_kj5n_front_cam_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2401_801_galaxycore_inc_kj5n_front_cam_cis/profile.json
DEF-2401-802,DEF,2024-04-19T00:00:00.000+00:00,2024,ON Semi,AR0341AT,CMOS Image Sensor,onsemi AR0341AT 3MP 2.1µm Pixel HDR and LFM CMOS Image Sensor Device Essentials Folder,,cmos_image_sensor,2.1,3.0,,,"1/3.6""",3.0,1.8,,0.53,0.67,2.1,2.1,,,,,,,,,,standalone,6.0,,back_illuminated,rolling,,true,true,true,partial_depth_back_dti,0.6,,,,,,,bayer,gapless_ocl,w,,true,true,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/044_DEF-2401-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/044_DEF-2401-802/onsemi_AR0341AT_DEF-2401-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2401_802_on_semi_ar0341at.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2401_802_on_semi_ar0341at/profile.json
DEF-2401-803,DEF,2024-02-26T00:00:00.000+00:00,2024,Prophesee,PEK3X320CDMP_Cam_CIS,CMOS Image Sensor,"Prophesee GenX320ES, 1/5.0″ Format, 320×320 Pixels, 6.3μm Pixel Pitch, Stacked Back-Illuminated Event-Based Metavision® Sensor Device Essentials Folder",,event_image_sensor,6.3,,320,320,"1/5.0""",5.8,4.6,,,,3.15,,,,,,,,,,,standalone,5.0,,back_illuminated,,,true,true,true,full_depth_front_dti,,,,,polysilicon,,,,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/045_DEF-2401-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/045_DEF-2401-803/Prophesee GenX320_DEF-2401-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2401_803_prophesee_pek3x320cdmp_cam_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2401_803_prophesee_pek3x320cdmp_cam_cis/profile.json
DEF-2402-804,DEF,2024-05-27T00:00:00.000+00:00,2024,Canon,LI5030SAC,Image Sensors,Canon LI5030SAC Device Essentials Folder,,global_shutter_cis,6.4,,,,,,9.4,,,,6.4,6.4,,,,,,,,,,standalone,,,front_illuminated,global,,,,,,,,,,,,,bayer,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/041_DEF-2402-804.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/041_DEF-2402-804/Canon LI5030SAC DEF-2402-804.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2402_804_canon_li5030sac.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2402_804_canon_li5030sac/profile.json
DEF-2403-801,DEF,2024-05-03T00:00:00.000+00:00,2024,OmniVision,OV50H,CMOS Image Sensor,OmniVision 0V50H 50MP 1.2 μm Pixel PureCel Plus-S CMOS Image Sensor Device Essentials Folder,,cmos_image_sensor,1.2,50.0,,,"1/1.3""",3.0,2.0,,0.62,0.78,2.4,2.4,2.4,,,,,,,,,quad_pixel,2.0,,back_illuminated,,,true,,true,partial_depth_back_dti,2.1,,,,,,,bayer,gapless_ocl,tin,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/043_DEF-2403-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/043_DEF-2403-801/OmniVision_OV50H_DEF-2403-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2403_801_omnivision_ov50h.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2403_801_omnivision_ov50h/profile.json
DEF-2404-802,DEF,2024-06-20T00:00:00.000+00:00,2024,OmniVision,OX08D10,CMOS Image Sensor,Omnivision OX08D10 Device Essentials Folder,,cmos_image_sensor,2.1,8.0,,,"1/1.73""",3.0,2.8,,0.64,0.78,2.1,2.1,2.1,,,,,,,,,standalone,7.0,,back_illuminated,,,true,true,true,partial_depth_back_dti,2.0,,,,,,,bayer,gapless_ocl,w,,true,true,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/040_DEF-2404-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/040_DEF-2404-802/OmniVision_OX08D10_DEF-2404-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2404_802_omnivision_ox08d10.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2404_802_omnivision_ox08d10/profile.json
DEF-2405-801,DEF,2024-07-23T00:00:00.000+00:00,2024,Samsung,S5K1H1SB_CIS,CMOS Image Sensor,Samsung ISOCELL Auto 1H1 (S5K1H1SB) Device Essentials Folder,,cmos_image_sensor,2.1,8.3,,,"1/1.7""",2.9,1.8,,0.46,0.58,2.1,2.1,2.1,,,,,,,,,standalone,8.0,,back_illuminated,,vertical_transfer_gate,true,,true,full_depth_front_dti,,,,,polysilicon,,,bayer,gapless_ocl,w,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/037_DEF-2405-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/037_DEF-2405-801/Samsung_S5K1H1_DEF-2405-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2405_801_samsung_s5k1h1sb_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2405_801_samsung_s5k1h1sb_cis/profile.json
DEF-2405-802,DEF,2024-06-26T00:00:00.000+00:00,2024,OmniVision,OV50K,CMOS Image Sensor,OmniVision OV50K Device Essentials Folder,,cmos_image_sensor,1.2,50.0,,,"1/1.3""",2.9,2.4,,0.68,0.77,2.4,2.4,2.4,,,,,,,,,quad_pixel,2.25,,back_illuminated,,,true,true,true,partial_depth_back_dti,2.0,,,,,,,bayer,gapless_ocl,w,,true,true,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/039_DEF-2405-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/039_DEF-2405-802/OmniVision OV50K DEF-2405-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2405_802_omnivision_ov50k.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2405_802_omnivision_ov50k/profile.json
DEF-2405-803,DEF,2024-07-12T00:00:00.000+00:00,2024,Sony,IMX681,CMOS Image Sensor,Sony IMX681 Device Essentials Folder,,cmos_image_sensor,1.0,12.0,,,,3.6,1.7,,0.58,0.68,1.0,1.0,1.0,,,,,,,,,eight_shared,1.5,,back_illuminated,,,true,true,true,full_depth_front_dti,,,,,,,,bayer,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/038_DEF-2405-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/038_DEF-2405-803/Sony_IMX681_DEF-2405-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2405_803_sony_imx681.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2405_803_sony_imx681/profile.json
DEF-2407-802,DEF,2024-09-27T00:00:00.000+00:00,2024,SmartSens,SC100AT-CS1AF00,Image Sensors,SmartSens SC100AT Device Essentials Folder,,cmos_image_sensor,3.0,1.3,,,"1/3.7""",2.3,2.8,0.58,0.58,0.74,3.0,3.0,3.0,,,,,,,,,standalone,5.0,,back_illuminated,,,,,,,,,,,,,,bayer,gapless_ocl,w,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/035_DEF-2407-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/035_DEF-2407-802/SmartSens_SC100AT_DEF-2407-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2407_802_smartsens_sc100at_cs1af00.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2407_802_smartsens_sc100at_cs1af00/profile.json
DEF-2407-803,DEF,2024-09-23T00:00:00.000+00:00,2024,Nikon,Nikon Z6 III,Digital Camera,Sony IMX820 (partially stacked image sensor) Device Essentials Folder,,cmos_image_sensor,5.9,,,,,2.7,9.2,0.97,0.97,1.1,5.9,5.9,5.9,,,,,,,,,two_shared,5.5,,back_illuminated,rolling,,true,,true,full_depth_front_dti,,,,,,,,bayer,gapless_ocl,w,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/004_DEF-2407-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/004_DEF-2407-803/Sony_IMX820_DEF-2407-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2407_803_nikon_nikon_z6_iii.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2407_803_nikon_nikon_z6_iii/profile.json
DEF-2408-802,DEF,2024-10-07T00:00:00.000+00:00,2024,SmartSens,SC535HGS,CMOS Image Sensor,SmartSens SC535HGS (3rd Gen Global Shutter) Device Essentials Folder,,global_shutter_cis,3.4,4.0,,,"2/3""",4.0,2.4,,,,,,,,,,,,,,,standalone,9.0,,back_illuminated,global,,,,true,partial_depth_back_dti,2.0,,,,,,,monochrome,gapless_ocl,w,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/034_DEF-2408-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/034_DEF-2408-802/SmartSens_SC535HGS_DEF-2408-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2408_802_smartsens_sc535hgs.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2408_802_smartsens_sc535hgs/profile.json
DEF-2409-801,DEF,2024-10-29T00:00:00.000+00:00,2024,Samsung,JN5,CMOS Image Sensor,Samsung ISOCELL JN5 Device Essentials Folder,,cmos_image_sensor,0.64,50.0,,,"1/2.76""",3.9,1.6,,0.49,0.59,1.28,1.28,1.28,,,,,,,,,super_qpd,3.0,,back_illuminated,,dual_vertical_transfer_gate,true,,true,full_depth_front_dti,,,,,polysilicon,dielectric,,bayer,gapless_ocl,tin,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/032_DEF-2409-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/032_DEF-2409-801/Samsung_JN5_DEF-2409-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2409_801_samsung_jn5.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2409_801_samsung_jn5/profile.json
DEF-2409-803,DEF,2024-11-12T00:00:00.000+00:00,2024,Samsung,S5KGNJSP03_CIS,CMOS Image Sensor,Samsung ISOCELL GNJ (S5KGNJ) Device Essentials Folder,,cmos_image_sensor,1.0,50.0,,,"1/1.56""",4.2,1.5,,0.6,0.69,1.0,1.0,1.0,,,,,,,,,super_qpd,5.0,4,back_illuminated,,dual_vertical_transfer_gate,true,,true,full_depth_front_dti,,,,,new_material_unspecified,,,bayer,high_precision,tin,,true,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/031_DEF-2409-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/031_DEF-2409-803/Samsung GNJ DEF-2409-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2409_803_samsung_s5kgnjsp03_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2409_803_samsung_s5kgnjsp03_cis/profile.json
DEF-2409-804,DEF,2024-10-25T00:00:00.000+00:00,2024,Sony,IMX972,CMOS Image Sensor,Sony IMX972 Device Essentials Folder,,cmos_image_sensor,0.7,48.0,,,"1/2.55""",4.5,1.5,,0.51,0.64,0.7,1.4,0.7,,,,,,,,,quad_pixel,,,back_illuminated,,,true,true,true,full_depth_front_dti,,,,,,,,quad_bayer,gapless_ocl,w,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/033_DEF-2409-804.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/033_DEF-2409-804/Sony_IMX972_DEF-2409-804.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2409_804_sony_imx972.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2409_804_sony_imx972/profile.json
DEF-2410-802,DEF,2024-12-17T00:00:00.000+00:00,2024,Sony,IMX900,CMOS Image Sensor,Sony IMX900 Device Essentials Folder,,global_shutter_cis,2.25,3.2,,,"1/3.1""",,,,,,,,,,,,,,,,,,,,back_illuminated,global,,true,,,,,,,,,,,monochrome,,,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/030_DEF-2410-802.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2410_802_sony_imx900.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2410_802_sony_imx900/profile.json
DEF-2412-801,DEF,2025-02-25T00:00:00.000+00:00,2025,Sony,LYT-818,CMOS Image Sensor,Sony LYT-818 Device Essentials Folder,Sony LYT-818 Device Essentials Folder,cmos_image_sensor,1.22,50.0,,,"1/1.28""",3.2,2.2,,,,2.44,2.44,2.44,98.84,11.48 mm × 8.61 mm (98.84 mm^2^),18.4 mm × 17.4 mm × 8.4 mm thick,Sony,65.0,28.0,180.0,"Four-shared (2×2-pixel configuration), 2T effective per pixel",quad_pixel,2.0,,back_illuminated,,,true,true,true,partial_depth_back_dti,,,,,,,,quad_bayer,gapless_ocl,w,7 Cu + 1 Al + 1 Cu DBI,true,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/026_DEF-2412-801.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2412_801_sony_lyt_818.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2412_801_sony_lyt_818/profile.json
DEF-2412-802,DEF,2025-02-05T00:00:00.000+00:00,2025,SmartSens,PLA-AL10_Dual-Rear-Cam2-4_CIS,CMOS Image Sensor,SmartSens 50 MP Main Camera Sensor (Huawei Mate 70 Pro+) Device Essentials Folder,SmartSens 50 MP from Huawei Mate 70 Pro+ Main Camera Sensor Device Essentials Folder,cmos_image_sensor,1.22,50.0,,,"1/1.28""",3.1,2.4,,,,,,,99.13,11.42 mm × 8.68 mm (99.13 mm^2^),25.8 mm × 22.8 mm × 9.6 mm thick,unidentified,65.0,,180.0,"Four-shared (2×2-pixel configuration), 2T effective per pixel",four_shared,2.0,,back_illuminated,,,true,true,true,partial_depth_back_dti,,,,,,,,bayer,ocl,tin,"4 Cu + 1 Cu DBI, 1 back CMG light shield/grid + 1 back Al bond pad",true,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/027_DEF-2412-802.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2412_802_smartsens_pla_al10_dual_rear_cam2_4_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2412_802_smartsens_pla_al10_dual_rear_cam2_4_cis/profile.json
DEF-2412-803,DEF,2025-01-30T00:00:00.000+00:00,2025,Galaxycore Inc,PLA-AL10_Dual-Rear-Cam1-2_CIS,CMOS Image Sensor,GalaxyCore Multispectral Image Sensor from Mate 70 Pro+ Device Essentials Folder,"GalaxyCore 1.5 MP Resolution, 1.75 µm Pixel Pitch, Front-Illuminated (FI) Multispectral CMOS Image Sensor",nir_cis,1.75,1.5,,,"1/3.1""",,3.4,0.85,0.85,3.4,1.75,1.75,,10.99,3.63 mm × 3.03 mm (10.99 mm2),24.23 mm × 18.57 mm × 8.26 mm thick,GalaxyCore,130.0,,290.0,"Two-shared (2 × 1 pixel configuration), 2T effective per pixel",two_shared,2.0,,front_illuminated,,,,,,,,,,,,,,,gapless_ocl,tin,3 Al +1 Al bond pad,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/028_DEF-2412-803.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2412_803_galaxycore_inc_pla_al10_dual_rear_cam1_2_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2412_803_galaxycore_inc_pla_al10_dual_rear_cam1_2_cis/profile.json
DEF-2412-804,DEF,2025-02-14T00:00:00.000+00:00,2025,OPPO,Reno12,5G Handset,GalaxyCore GC32E2 Device Essentials Folder,GalaxyCore GC32E2 Device Essentials Folder,cmos_image_sensor,0.7,32.0,,,,2.7,1.3,2.7,1.3,2.7,,,,26.32,5.66 mm × 4.65 mm (26.32 mm^2^),9.3 mm × 8.4 mm × 4.8 mm thick,Galaxycore,65.0,,180.0,"Eight-shared (4×2-pixel configuration), 1.375T effective per pixel",eight_shared,1.375,,back_illuminated,,,,,true,partial_depth_back_dti,,,,,,,,rggb_bayer,high_precision,tin,3 Cu + 1 back CMG grid/light shield + 1 Al bond pad,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/002_DEF-2412-804.html,,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2412_804_oppo_reno12.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2412_804_oppo_reno12/profile.json
