code,manufacturer,device_name,report_type,optical_readiness,optical_score,pixel_pitch_um,optical_stack_height_um,cfa_pattern,cfa_thickness_um,cfa_thickness_min_um,cfa_thickness_max_um,color_filter_pitch_um,color_filter_pitch_source,microlens_type,ocl_pitch_um,ocl_pitch_source,grid_material,grid_pitch_um,grid_pitch_source,cfa_proxy_nk_enabled,cfa_proxy_applicability,cfa_proxy_library_id,cfa_proxy_thickness_um,cfa_proxy_thickness_source,proxy_t_blue_450,proxy_t_green_550,proxy_t_red_650,proxy_t_clear_550,qe_status,qe_point_count,qe_points,qe_qualitative_count,spectral_range_count,filter_set_count,source_html,model_json
DEF-1311-801,OmniVision,OV07955-E53V-PF,DEF,optical_context_only,44,6.0,5.1,,,,,6.0,inferred_rule,,6.0,inferred_rule,,6.0,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/166_DEF-1311-801.html,models/def_1311_801_omnivision_ov07955_e53v_pf.json
DEF-1405-801,Melexis,MLX75411,DEF,optical_context_only,44,5.5,10.0,,,,,5.5,inferred_rule,,5.5,inferred_rule,,5.5,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/164_DEF-1405-801.html,models/def_1405_801_melexis_mlx75411.json
DEF-1405-802,Leica,X1000,DEF,optical_ready_medium,54,6.0,5.6,,,,,6.0,inferred_rule,ocl,6.0,inferred_rule,,6.0,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/165_DEF-1405-802.html,models/def_1405_802_leica_x1000.json
DEF-1406-801,E2V Technologies,EV76C570,DEF,optical_context_only,44,4.5,6.0,,,,,4.5,inferred_rule,,4.5,inferred_rule,,4.5,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/163_DEF-1406-801.html,models/def_1406_801_e2v_technologies_ev76c570.json
DEF-1407-802,OmniVision,OV10635-N29Y-PB,DEF,optical_context_only,44,4.2,5.5,,,,,4.2,inferred_rule,,4.2,inferred_rule,,4.2,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/161_DEF-1407-802.html,models/def_1407_802_omnivision_ov10635_n29y_pb.json
DEF-1407-803,Galaxycore Inc,GC5004,DEF,optical_context_only,44,1.4,2.0,,,,,1.4,inferred_rule,,1.4,inferred_rule,,1.4,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/162_DEF-1407-803.html,models/def_1407_803_galaxycore_inc_gc5004.json
DEF-1408-801,OmniVision,OV5670,DEF,optical_context_only,28,1.4,,,,,,1.4,inferred_rule,,1.4,inferred_rule,,1.4,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/160_DEF-1408-801.html,models/def_1408_801_omnivision_ov5670.json
DEF-1412-801,Sony,IMX210AQL,DEF,optical_context_only,44,3.9,6.8,,,,,3.9,inferred_rule,,3.9,inferred_rule,,3.9,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/159_DEF-1412-801.html,models/def_1412_801_sony_imx210aql.json
DEF-1503-802,SmartSens,SC1035,DEF,optical_context_only,44,4.0,4.6,,,,,4.0,inferred_rule,,4.0,inferred_rule,,4.0,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/158_DEF-1503-802.html,models/def_1503_802_smartsens_sc1035.json
DEF-1506-804,E2V Technologies,LINCE5M,DEF,optical_context_only,44,5.0,7.1,,,,,5.0,inferred_rule,,5.0,inferred_rule,,5.0,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/157_DEF-1506-804.html,models/def_1506_804_e2v_technologies_lince5m.json
DEF-1511-803,Sony,IMX224,DEF,optical_ready_medium,56,3.75,5.3,bayer,,,,3.75,inferred_rule,,3.75,inferred_rule,,3.75,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/156_DEF-1511-803.html,models/def_1511_803_sony_imx224.json
DEF-1602-801,Sony,ISX017,DEF,optical_ready_medium,60,3.5,2.2,,,,,3.5,inferred_rule,gapless_ocl,3.5,inferred_rule,tin,3.5,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_devices_a6pf30000000GqhAAE/html/reports/031_DEF-1602-801.html,models/def_1602_801_sony_isx017.json
DEF-1605-801,Nikon,5119,DEF,optical_ready_medium,66,6.5,6.0,bayer,,,,6.5,inferred_rule,gapless_ocl,6.5,inferred_rule,,6.5,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/155_DEF-1605-801.html,models/def_1605_801_nikon_5119.json
DEF-1605-803,Sony,IPCX-HC28551080S-POE_Image-Sensor,DEF,optical_ready_high,72,2.9,2.2,bayer,,,,2.9,inferred_rule,gapless_ocl,2.9,inferred_rule,tin,2.9,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/154_DEF-1605-803.html,models/def_1605_803_sony_ipcx_hc28551080s_poe_image_sensor.json
DEF-1606-801,Canon,0931C001_Pri-Camera,DEF,optical_ready_medium,56,6.5,8.6,bayer,,,,6.5,inferred_rule,,6.5,inferred_rule,,6.5,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/153_DEF-1606-801.html,models/def_1606_801_canon_0931c001_pri_camera.json
DEF-1609-802,Nikon,IMX321AQJ,DEF,optical_ready_medium,66,4.2,6.5,bayer,,,,4.2,inferred_rule,gapless_ocl,4.2,inferred_rule,,4.2,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/152_DEF-1609-802.html,models/def_1609_802_nikon_imx321aqj.json
DEF-1703-802,Sony,IMX270,DEF,optical_ready_medium,62,3.3,6.2,bayer,,,,3.3,inferred_rule,,3.3,inferred_rule,tin,3.3,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/151_DEF-1703-802.html,models/def_1703_802_sony_imx270.json
DEF-1705-802,Sony,IMX274,DEF,optical_ready_high,72,1.62,2.1,bayer,,,,1.62,inferred_rule,gapless_ocl,1.62,inferred_rule,w,1.62,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/150_DEF-1705-802.html,models/def_1705_802_sony_imx274.json
DEF-1707-802,Unknown,Sony A9 Image Sensor,DEF,optical_ready_high,72,5.95,8.5,bayer,,,,5.95,inferred_rule,gapless_ocl,5.95,inferred_rule,tin,5.95,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/149_DEF-1707-802.html,models/def_1707_802_unknown_sony_a9_image_sensor.json
DEF-1707-803,Fujitsu,F-04G_Biometric,DEF,optical_ready_high,72,1.12,1.8,bayer,,,,1.12,inferred_rule,gapless_ocl,1.12,inferred_rule,w,1.12,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/085_DEF-1707-803.html,models/def_1707_803_fujitsu_f_04g_biometric.json
DEF-1708-803,OmniVision,OV4688,DEF,optical_ready_high,72,2.0,2.2,bayer,,,,2.0,inferred_rule,gapless_ocl,2.0,inferred_rule,tin,2.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/146_DEF-1708-803.html,models/def_1708_803_omnivision_ov4688.json
DEF-1708-804,OmniVision,OS05A10,DEF,optical_ready_high,72,2.0,2.5,bayer,,,,2.0,inferred_rule,gapless_ocl,2.0,inferred_rule,tin,2.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/092_DEF-1708-804.html,models/def_1708_804_omnivision_os05a10.json
DEF-1708-805,Aptina,522487,DEF,optical_ready_medium,50,3.0,2.4,,,,,3.0,inferred_rule,,3.0,inferred_rule,tin,3.0,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/148_DEF-1708-805.html,models/def_1708_805_aptina_522487.json
DEF-1710-801,SmartSens,CMOS Image Sensor,DEF,optical_ready_high,72,2.0,3.0,bayer,,,,2.0,inferred_rule,gapless_ocl,2.0,inferred_rule,tin,2.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/147_DEF-1710-801.html,models/def_1710_801_smartsens_cmos_image_sensor.json
DEF-1712-801,Sony,IMX309AQJ,DEF,optical_ready_medium,62,4.4,7.1,bayer,,,,4.4,inferred_rule,,4.4,inferred_rule,w,4.4,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/145_DEF-1712-801.html,models/def_1712_801_sony_imx309aqj.json
DEF-1801-801,OmniVision,OVM6946-RAJA,DEF,optical_ready_medium,56,1.75,1.3,bayer,,,,1.75,inferred_rule,,1.75,inferred_rule,,1.75,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/143_DEF-1801-801.html,models/def_1801_801_omnivision_ovm6946_raja.json
DEF-1801-802,Aptina,510689,DEF,optical_ready_high,72,1.1,1.5,bayer,,,,1.1,inferred_rule,gapless_ocl,1.1,inferred_rule,tin,1.1,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/144_DEF-1801-802.html,models/def_1801_802_aptina_510689.json
DEF-1802-801,ON Semi,AR0144CSSC00SUKAH3-GEVB,DEF,optical_ready_high,72,3.0,6.6,bayer,,,,3.0,inferred_rule,gapless_ocl,3.0,inferred_rule,w,3.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/078_DEF-1802-801.html,models/def_1802_801_on_semi_ar0144cssc00sukah3_gevb.json
DEF-1802-802,Sony,IMX299CJK,DEF,optical_ready_high,72,2.4,2.1,quad_bayer,,,,4.8,inferred_rule,gapless_ocl,2.4,inferred_rule,tin,2.4,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/142_DEF-1802-802.html,models/def_1802_802_sony_imx299cjk.json
DEF-1803-805,Sony,IMX390E07,DEF,optical_ready_high,72,3.0,2.8,bayer,,,,3.0,inferred_rule,gapless_ocl,3.0,inferred_rule,tin,3.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/141_DEF-1803-805.html,models/def_1803_805_sony_imx390e07.json
DEF-1804-803,Sony,IMX324,DEF,optical_ready_medium,60,2.25,2.8,,,,,2.25,inferred_rule,gapless_ocl,2.25,inferred_rule,w,2.25,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/140_DEF-1804-803.html,models/def_1804_803_sony_imx324.json
DEF-1805-801,SmartSens,SC130GS,DEF,optical_ready_medium,62,4.0,5.6,bayer,,,,4.0,inferred_rule,,4.0,inferred_rule,tin,4.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/139_DEF-1805-801.html,models/def_1805_801_smartsens_sc130gs.json
DEF-1805-803,ON Semi,AS0140,DEF,optical_ready_high,72,3.0,6.0,bayer,,,,3.0,inferred_rule,gapless_ocl,3.0,inferred_rule,tin,3.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/135_DEF-1805-803.html,models/def_1805_803_on_semi_as0140.json
DEF-1806-801,ON Semi,AR0430,DEF,optical_ready_high,72,2.0,1.9,bayer,,,,2.0,inferred_rule,gapless_ocl,2.0,inferred_rule,tin,2.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/138_DEF-1806-801.html,models/def_1806_801_on_semi_ar0430.json
DEF-1806-802,Sony,IMX410,DEF,optical_ready_high,72,6.0,8.5,bayer,,,,6.0,inferred_rule,gapless_ocl,6.0,inferred_rule,w,6.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/136_DEF-1806-802.html,models/def_1806_802_sony_imx410.json
DEF-1807-801,Sony,IMX307LQD-C,DEF,optical_ready_high,72,2.9,2.4,bayer,,,,2.9,inferred_rule,gapless_ocl,2.9,inferred_rule,w,2.9,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/134_DEF-1807-801.html,models/def_1807_801_sony_imx307lqd_c.json
DEF-1807-802,ON Semi,AR0522,DEF,optical_ready_high,72,2.2,1.5,bayer,,,,2.2,inferred_rule,gapless_ocl,2.2,inferred_rule,tin,2.2,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/133_DEF-1807-802.html,models/def_1807_802_on_semi_ar0522.json
DEF-1809-801,Samsung,S5K2P7,DEF,optical_ready_high,72,1.12,1.9,bayer,,,,1.12,inferred_rule,gapless_ocl,1.12,inferred_rule,w,1.12,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/132_DEF-1809-801.html,models/def_1809_801_samsung_s5k2p7.json
DEF-1809-802,Sony,IMX250MZR,DEF,optical_ready_high,72,3.45,6.7,monochrome,,,,3.45,inferred_rule,gapless_ocl,3.45,inferred_rule,tin,3.45,inferred_rule,True,clear_or_monochrome,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,0.9600,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/131_DEF-1809-802.html,models/def_1809_802_sony_imx250mzr.json
DEF-1809-803,OmniVision,OV2775_CIS,DEF,optical_ready_high,72,2.8,3.5,bayer,,,,2.8,inferred_rule,gapless_ocl,2.8,inferred_rule,w,2.8,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/128_DEF-1809-803.html,models/def_1809_803_omnivision_ov2775_cis.json
DEF-1810-801,OmniVision,OS05A20,DEF,optical_ready_high,72,2.0,2.5,bayer,,,,2.0,inferred_rule,gapless_ocl,2.0,inferred_rule,tin,2.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/130_DEF-1810-801.html,models/def_1810_801_omnivision_os05a20.json
DEF-1810-802,Canon,LC1510_CIS,DEF,optical_ready_high,72,5.4,7.8,bayer,,,,5.4,inferred_rule,gapless_ocl,5.4,inferred_rule,tin,5.4,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/129_DEF-1810-802.html,models/def_1810_802_canon_lc1510_cis.json
DEF-1811-801,OmniVision,OV10650,DEF,optical_ready_medium,50,4.2,3.0,,,,,4.2,inferred_rule,,4.2,inferred_rule,tin,4.2,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/126_DEF-1811-801.html,models/def_1811_801_omnivision_ov10650.json
DEF-1811-802,Sony,IMX309BQJ,DEF,optical_ready_high,72,4.4,6.5,bayer,,,,4.4,inferred_rule,gapless_ocl,4.4,inferred_rule,w,4.4,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/127_DEF-1811-802.html,models/def_1811_802_sony_imx309bqj.json
DEF-1901-801,ON Semi,AR0237 RGB-IR,DEF,optical_context_only,44,3.0,6.0,,,,,3.0,inferred_rule,,3.0,inferred_rule,,3.0,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/124_DEF-1901-801.html,models/def_1901_801_on_semi_ar0237_rgb_ir.json
DEF-1901-803,Sony,PCT-AL10_Dual-Rear-Cam1_ISP,DEF,optical_ready_high,72,0.8,1.5,quad_bayer,,,,1.6,inferred_rule,gapless_ocl,0.8,inferred_rule,tin,0.8,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_devices_a6pf30000000GqhAAE/html/reports/028_DEF-1901-803.html,models/def_1901_803_sony_pct_al10_dual_rear_cam1_isp.json
DEF-1901-804,Samsung,S5KGM1,DEF,optical_ready_high,72,0.8,1.2,tetracell_bayer,,,,1.6,inferred_rule,gapless_ocl,0.8,inferred_rule,tin,0.8,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/123_DEF-1901-804.html,models/def_1901_804_samsung_s5kgm1.json
DEF-1902-801,ON Semi,AR0233AT1B00XUEA0-DRBR-E,DEF,optical_ready_medium,60,3.0,1.7,,,,,3.0,extracted,gapless_ocl,1.5,extracted,tin,3.0,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/122_DEF-1902-801.html,models/def_1902_801_on_semi_ar0233at1b00xuea0_drbr_e.json
DEF-1902-803,GPixel Inc,GMAX0505-BM,DEF,optical_ready_high,72,2.5,3.8,monochrome,,,,2.5,inferred_rule,gapless_ocl,2.5,inferred_rule,tin,2.5,inferred_rule,True,clear_or_monochrome,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,0.9600,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/121_DEF-1902-803.html,models/def_1902_803_gpixel_inc_gmax0505_bm.json
DEF-1904-801,Sony,VOG-L29_Triple-Rear-Cam2-ISP,DEF,optical_ready_high,72,1.0,1.6,quad_bayer,,,,2.0,inferred_rule,gapless_ocl,1.0,inferred_rule,tin,1.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_devices_a6pf30000000GqhAAE/html/reports/026_DEF-1904-801.html,models/def_1904_801_sony_vog_l29_triple_rear_cam2_isp.json
DEF-1905-801,Samsung,S5K3P9,DEF,optical_ready_high,72,1.0,1.6,bayer,,,,1.0,inferred_rule,gapless_ocl,1.0,inferred_rule,w,1.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/120_DEF-1905-801.html,models/def_1905_801_samsung_s5k3p9.json
DEF-1905-803,PMD Technologies,IRS2381C,DEF,optical_context_only,44,14.0,16.0,,,,,14.0,inferred_rule,,14.0,inferred_rule,,14.0,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/119_DEF-1905-803.html,models/def_1905_803_pmd_technologies_irs2381c.json
DEF-1906-802,Samsung,S5K3J1SX03_CIS,DEF,optical_ready_high,72,1.22,1.7,bayer,,,,1.22,inferred_rule,gapless_ocl,1.22,inferred_rule,tin,1.22,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/118_DEF-1906-802.html,models/def_1906_802_samsung_s5k3j1sx03_cis.json
DEF-1907-801,Unknown,NZ1GXD,DEF,optical_ready_medium,60,2.1,2.7,,,,,2.1,inferred_rule,gapless_ocl,2.1,inferred_rule,tin,2.1,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/117_DEF-1907-801.html,models/def_1907_801_unknown_nz1gxd.json
DEF-1907-803,OmniVision,OV2311,DEF,optical_ready_medium,66,3.0,4.8,monochrome,,,,3.0,inferred_rule,gapless_ocl,3.0,inferred_rule,,3.0,inferred_rule,True,clear_or_monochrome,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,0.9600,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/116_DEF-1907-803.html,models/def_1907_803_omnivision_ov2311.json
DEF-1908-801,Sony,IMX374,DEF,optical_ready_high,72,1.22,1.8,bayer,,,,1.22,inferred_rule,gapless_ocl,1.22,inferred_rule,w,1.22,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/112_DEF-1908-801.html,models/def_1908_801_sony_imx374.json
