code,manufacturer,device_name,report_type,readiness_level,readiness_score,candidate_level,pixel_pitch_um,pixel_pitch_source,active_si_um,active_si_source,dti_type,dti_depth_um,dti_depth_source,dti_width_um,photocathode_depth_um,p_well_depth_um,pinning_depth_um,transfer_gate_type,transfer_gate_depth_um,fd_depth_um,optical_stack_um,doping_model_kind,sims_seed_profile,recommended_tcad_profile,recommended_profile_kind,model_json
DEF-2104-801,ON Semi,ARX3A0_CIS,DEF,structure_ready_high,60.5,geometry_only,2.2,extracted,2.7,extracted,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.376,0.432,0.1,unknown,0.0,0.1485,1.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2104_801_on_semi_arx3a0_cis/profile.json,techinsights_proxy_profile,models/def_2104_801_on_semi_arx3a0_cis.json
DEF-1907-801,Unknown,NZ1GXD,DEF,structure_ready_high,60.1,geometry_only,2.1,extracted,4.4,extracted,full_depth_front_dti,4.312,inferred_empirical,0.1705,3.872,0.704,0.1,unknown,0.0,0.242,2.7,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1907_801_unknown_nz1gxd/profile.json,techinsights_proxy_profile,models/def_1907_801_unknown_nz1gxd.json
DEF-1806-801,ON Semi,AR0430,DEF,structure_ready_high,59.9,geometry_only,2.0,extracted,2.4,extracted,back_dti,2.3,inferred_empirical,0.19,2.112,0.384,0.1,unknown,0.0,0.132,1.9,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1806_801_on_semi_ar0430/profile.json,techinsights_proxy_profile,models/def_1806_801_on_semi_ar0430.json
DEF-1911-802,Samsung,S5K231YX,DEF,structure_ready_high,59.7,process_snippet_only,9.0,extracted,3.7,inferred_empirical,back_dti,2.6,inferred_empirical,0.096,3.256,0.592,0.1,unknown,0.0,0.2035,7.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1911_802_samsung_s5k231yx/profile.json,techinsights_proxy_profile,models/def_1911_802_samsung_s5k231yx.json
DEF-1710-801,SmartSens,CMOS Image Sensor,DEF,structure_ready_high,59.2,process_snippet_only,2.0,extracted,2.9,inferred_empirical,partial_depth_back_dti,1.8,inferred_empirical,0.19,2.552,0.464,0.1,unknown,0.0,0.1595,3.0,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1710_801_smartsens_cmos_image_sensor/profile.json,techinsights_proxy_profile,models/def_1710_801_smartsens_cmos_image_sensor.json
DEF-2110-804,SmartSens,SAV-WBCMSBML500WH_Front-Cam_CIS,DEF,structure_ready_high,59.0,process_snippet_only,2.0,extracted,2.9,extracted,probable_back_or_front_dti,1.8,inferred_empirical,0.21,2.552,0.464,0.1,unknown,0.0,0.1595,2.3,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2110_804_smartsens_sav_wbcmsbml500wh_front_cam_cis/profile.json,techinsights_proxy_profile,models/def_2110_804_smartsens_sav_wbcmsbml500wh_front_cam_cis.json
DEP-1811-801,Sony,IMX424_CIS,DEP,structure_ready_high,58.9,process_snippet_only,2.25,extracted,2.7,extracted,probable_back_or_front_dti,2.3,inferred_empirical,0.141,2.376,0.432,0.1,unknown,0.0,0.1485,2.25,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_1811_801_sony_imx424_cis/profile.json,techinsights_proxy_profile,models/dep_1811_801_sony_imx424_cis.json
DEF-1705-802,Sony,IMX274,DEF,structure_ready_high,58.9,geometry_only,1.62,extracted,3.6,inferred_empirical,full_depth_front_dti,2.2,extracted,0.141,3.168,0.576,0.1,unknown,0.0,0.198,2.1,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1705_802_sony_imx274/profile.json,techinsights_proxy_profile,models/def_1705_802_sony_imx274.json
DEP-2104-801,Sony,IMX991-AABA,DEP,structure_ready_high,58.8,process_snippet_only,5.0,extracted,3.6,inferred_empirical,back_dti,2.3,inferred_empirical,0.141,3.168,0.576,0.1,unknown,0.0,0.198,2.25,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_2104_801_sony_imx991_aaba/profile.json,techinsights_proxy_profile,models/dep_2104_801_sony_imx991_aaba.json
DEF-2507-801,SmartSens,SC5A5XS,DEF,structure_ready_high,58.7,geometry_plus_process_evidence,1.6,extracted,3.0,extracted,probable_back_or_front_dti,1.8,inferred_empirical,0.19,2.64,0.48,0.1,unknown,0.0,0.165,3.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2507_801_smartsens_sc5a5xs/profile.json,techinsights_proxy_profile,models/def_2507_801_smartsens_sc5a5xs.json
DEF-2206-804,SmartSens,SC501CS,DEF,structure_ready_medium,57.5,process_snippet_only,1.12,extracted,2.2,extracted,probable_back_or_front_dti,1.8,inferred_empirical,0.18,1.936,0.352,0.1,unknown,0.0,0.121,1.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2206_804_smartsens_sc501cs/profile.json,techinsights_proxy_profile,models/def_2206_804_smartsens_sc501cs.json
DEF-2004-801,Brillnics,BRV0500,DEF,structure_ready_medium,57.4,process_snippet_only,2.12,extracted,2.6,extracted,probable_back_or_front_dti,2.1,inferred_empirical,0.19,2.288,0.416,0.1,unknown,0.0,0.143,2.8,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2004_801_brillnics_brv0500/profile.json,techinsights_proxy_profile,models/def_2004_801_brillnics_brv0500.json
DEF-1807-802,ON Semi,AR0522,DEF,structure_ready_medium,57.4,process_snippet_only,2.2,extracted,2.5,extracted,probable_back_or_front_dti,2.1,inferred_empirical,0.19,2.2,0.4,0.1,unknown,0.0,0.1375,1.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1807_802_on_semi_ar0522/profile.json,techinsights_proxy_profile,models/def_1807_802_on_semi_ar0522.json
DEF-1806-802,Sony,IMX410,DEF,structure_ready_medium,57.1,process_snippet_only,6.0,extracted,3.6,inferred_empirical,full_depth_front_dti,3.528,inferred_empirical,0.141,3.168,0.576,0.1,unknown,0.0,0.198,8.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1806_802_sony_imx410/profile.json,techinsights_proxy_profile,models/def_1806_802_sony_imx410.json
DEF-1803-805,Sony,IMX390E07,DEF,structure_ready_medium,57.1,process_snippet_only,3.0,extracted,3.6,inferred_empirical,full_depth_front_dti,3.528,inferred_empirical,0.141,3.168,0.576,0.1,unknown,0.0,0.198,2.8,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1803_805_sony_imx390e07/profile.json,techinsights_proxy_profile,models/def_1803_805_sony_imx390e07.json
DEF-2111-801,Galaxycore Inc,GC8054,DEF,structure_ready_medium,56.5,process_snippet_only,1.12,extracted,2.3,extracted,probable_back_or_front_dti,1.9,inferred_empirical,0.18,2.024,0.368,0.1,unknown,0.0,0.1265,1.7,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2111_801_galaxycore_inc_gc8054/profile.json,techinsights_proxy_profile,models/def_2111_801_galaxycore_inc_gc8054.json
DEP-1804-802,STMicroelectronics,56G08A,DEP,structure_ready_medium,56.2,process_snippet_only,2.8,extracted,5.9,inferred_empirical,full_depth_front_dti,5.782,inferred_empirical,0.22,5.192,0.8,0.1,unknown,0.0,0.28,3.6,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_1804_802_stmicroelectronics_56g08a/profile.json,techinsights_proxy_profile,models/dep_1804_802_stmicroelectronics_56g08a.json
DEF-1912-801,ON Semi,LI-AR0820-GMSL2_Front-Cam,DEF,structure_ready_medium,55.6,insufficient_for_tcad,2.1,extracted,2.95,inferred_empirical,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.596,0.472,0.1,unknown,0.0,0.16225,2.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1912_801_on_semi_li_ar0820_gmsl2_front_cam/profile.json,techinsights_proxy_profile,models/def_1912_801_on_semi_li_ar0820_gmsl2_front_cam.json
DEF-2103-803,SmartSens,SC4335,DEF,structure_ready_medium,54.1,process_snippet_only,2.25,extracted,2.9,inferred_empirical,probable_back_or_front_dti,1.8,inferred_empirical,0.21,2.552,0.464,0.1,unknown,0.0,0.1595,4.0,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2103_803_smartsens_sc4335/profile.json,techinsights_proxy_profile,models/def_2103_803_smartsens_sc4335.json
DEF-1804-803,Sony,IMX324,DEF,structure_ready_medium,54.1,insufficient_for_tcad,2.25,extracted,3.6,inferred_empirical,full_depth_front_dti,3.528,inferred_empirical,0.141,3.168,0.576,0.1,unknown,0.0,0.198,2.8,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1804_803_sony_imx324/profile.json,techinsights_proxy_profile,models/def_1804_803_sony_imx324.json
DEF-1802-802,Sony,IMX299CJK,DEF,structure_ready_medium,54.1,insufficient_for_tcad,2.4,extracted,3.6,inferred_empirical,full_depth_front_dti,3.528,inferred_empirical,0.141,3.168,0.576,0.1,unknown,0.0,0.198,2.1,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1802_802_sony_imx299cjk/profile.json,techinsights_proxy_profile,models/def_1802_802_sony_imx299cjk.json
DEF-1712-801,Sony,IMX309AQJ,DEF,structure_ready_medium,54.1,insufficient_for_tcad,4.4,extracted,3.6,inferred_empirical,full_depth_front_dti,3.528,inferred_empirical,0.141,3.168,0.576,0.1,unknown,0.0,0.198,7.1,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1712_801_sony_imx309aqj/profile.json,techinsights_proxy_profile,models/def_1712_801_sony_imx309aqj.json
DEF-1605-803,Sony,IPCX-HC28551080S-POE_Image-Sensor,DEF,structure_ready_medium,54.1,insufficient_for_tcad,2.9,extracted,3.6,inferred_empirical,full_depth_front_dti,3.528,inferred_empirical,0.141,3.168,0.576,0.1,unknown,0.0,0.198,2.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1605_803_sony_ipcx_hc28551080s_poe_image_sensor/profile.json,techinsights_proxy_profile,models/def_1605_803_sony_ipcx_hc28551080s_poe_image_sensor.json
DEF-1602-801,Sony,ISX017,DEF,structure_ready_medium,54.1,insufficient_for_tcad,3.5,extracted,3.6,inferred_empirical,full_depth_front_dti,3.528,inferred_empirical,0.141,3.168,0.576,0.1,unknown,0.0,0.198,2.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1602_801_sony_isx017/profile.json,techinsights_proxy_profile,models/def_1602_801_sony_isx017.json
DEF-2410-802,Sony,IMX900,DEF,structure_ready_medium,54.0,process_snippet_only,2.25,extracted,3.6,inferred_empirical,probable_back_or_front_dti,2.3,inferred_empirical,0.141,3.168,0.576,0.1,unknown,0.0,0.198,2.25,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2410_802_sony_imx900/profile.json,techinsights_proxy_profile,models/def_2410_802_sony_imx900.json
DEF-1707-802,Unknown,Sony A9 Image Sensor,DEF,structure_ready_medium,53.6,insufficient_for_tcad,5.95,extracted,3.0,inferred_empirical,full_depth_front_dti,2.94,inferred_empirical,0.1705,2.64,0.48,0.1,unknown,0.0,0.165,8.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1707_802_unknown_sony_a9_image_sensor/profile.json,techinsights_proxy_profile,models/def_1707_802_unknown_sony_a9_image_sensor.json
DEF-2412-803,Galaxycore Inc,PLA-AL10_Dual-Rear-Cam1-2_CIS,DEF,structure_ready_medium,52.5,geometry_plus_process_evidence,1.75,extracted,2.7,inferred_empirical,probable_back_or_front_dti,2.1,inferred_empirical,0.19,2.376,0.432,0.1,unknown,0.0,0.1485,3.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2412_803_galaxycore_inc_pla_al10_dual_rear_cam1_2_cis/profile.json,techinsights_proxy_profile,models/def_2412_803_galaxycore_inc_pla_al10_dual_rear_cam1_2_cis.json
DEF-1801-801,OmniVision,OVM6946-RAJA,DEF,structure_ready_medium,51.9,insufficient_for_tcad,1.75,extracted,3.0,inferred_empirical,probable_back_or_front_dti,2.0,inferred_empirical,0.19,2.64,0.48,0.1,unknown,0.0,0.165,1.3,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1801_801_omnivision_ovm6946_raja/profile.json,techinsights_proxy_profile,models/def_1801_801_omnivision_ovm6946_raja.json
DEP-1902-801,GPixel Inc,GMAX0505-BM,DEP,structure_ready_medium,50.7,process_snippet_only,2.5,extracted,2.7,inferred_empirical,probable_back_or_front_dti,2.1,inferred_empirical,0.19,2.376,0.432,0.1,unknown,0.0,0.1485,3.8,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_1902_801_gpixel_inc_gmax0505_bm/profile.json,techinsights_proxy_profile,models/dep_1902_801_gpixel_inc_gmax0505_bm.json
DEF-1902-803,GPixel Inc,GMAX0505-BM,DEF,structure_ready_medium,50.7,process_snippet_only,2.5,extracted,2.7,inferred_empirical,probable_back_or_front_dti,2.1,inferred_empirical,0.19,2.376,0.432,0.1,unknown,0.0,0.1485,3.8,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1902_803_gpixel_inc_gmax0505_bm/profile.json,techinsights_proxy_profile,models/def_1902_803_gpixel_inc_gmax0505_bm.json
DEP-2211-801,Stratio,BeyonSense 1,DEP,structure_ready_medium,50.4,process_snippet_only,3.0,inferred_empirical,2.9,inferred_empirical,back_dti,2.3,inferred_empirical,0.21,2.552,0.464,0.1,unknown,0.0,0.1595,3.1,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/tcad_structure_db/starter_profiles/dep_2211_801_stratio_beyonsense_1/profile.json,estimated_structure_starter_profile,models/dep_2211_801_stratio_beyonsense_1.json
DEF-2304-806,,,DEF,structure_ready_medium,48.5,process_snippet_only,1.75,extracted,3.0,inferred_empirical,probable_back_or_front_dti,2.1,inferred_empirical,0.19,2.64,0.48,0.1,unknown,0.0,0.165,2.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2304_806/profile.json,techinsights_proxy_profile,models/def_2304_806_none_none.json
DEF-1801-802,Aptina,510689,DEF,structure_ready_medium,46.5,insufficient_for_tcad,1.1,extracted,2.7,inferred_empirical,probable_back_or_front_dti,2.2,inferred_empirical,0.18,2.376,0.432,0.1,unknown,0.0,0.1485,1.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1801_802_aptina_510689/profile.json,techinsights_proxy_profile,models/def_1801_802_aptina_510689.json
DEF-2508-802,Sony,IMX454_CIS,DEF,structure_ready_medium,45.1,geometry_plus_process_evidence,2.9,extracted,4.4,extracted,unknown,,unavailable,,3.872,0.704,0.1,unknown,0.0,0.242,3.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2508_802_sony_imx454_cis/profile.json,techinsights_proxy_profile,models/def_2508_802_sony_imx454_cis.json
DEF-1811-801,OmniVision,OV10650,DEF,structure_ready_medium,45.1,process_snippet_only,4.2,extracted,2.0,extracted,unknown,,unavailable,,1.76,0.35,0.1,unknown,0.0,0.12,3.0,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1811_801_omnivision_ov10650/profile.json,techinsights_proxy_profile,models/def_1811_801_omnivision_ov10650.json
DEF-1805-801,SmartSens,SC130GS,DEF,structure_ready_medium,45.1,process_snippet_only,4.0,extracted,1.9,extracted,unknown,,unavailable,,1.672,0.35,0.1,unknown,0.0,0.12,5.6,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1805_801_smartsens_sc130gs/profile.json,techinsights_proxy_profile,models/def_1805_801_smartsens_sc130gs.json
DEP-1806-801,SmartSens,SC130GS,DEP,structure_ready_medium,44.2,process_snippet_only,4.0,extracted,1.9,extracted,unknown,,unavailable,,1.672,0.35,0.1,unknown,0.0,0.12,2.65,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_1806_801_smartsens_sc130gs/profile.json,techinsights_proxy_profile,models/dep_1806_801_smartsens_sc130gs.json
DEF-2011-801,GPixel Inc,GSENSE2020BSI-ANM-NUN,DEF,structure_ready_medium,43.7,process_snippet_only,6.5,extracted,10.5,extracted,unknown,,unavailable,,9.24,0.8,0.1,unknown,0.0,0.28,3.1,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2011_801_gpixel_inc_gsense2020bsi_anm_nun/profile.json,techinsights_proxy_profile,models/def_2011_801_gpixel_inc_gsense2020bsi_anm_nun.json
DEF-2304-805,,,DEF,structure_ready_medium,42.5,insufficient_for_tcad,2.1,inferred_empirical,3.0,inferred_empirical,dti_present,2.1,inferred_empirical,0.19,2.64,0.48,0.1,unknown,0.0,0.165,2.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/tcad_structure_db/starter_profiles/def_2304_805_none_none/profile.json,estimated_structure_starter_profile,models/def_2304_805_none_none.json
DEF-2407-802,SmartSens,SC100AT-CS1AF00,DEF,structure_ready_medium,42.1,insufficient_for_tcad,3.0,extracted,2.3,extracted,unknown,,unavailable,,2.024,0.368,0.1,unknown,0.0,0.1265,2.8,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2407_802_smartsens_sc100at_cs1af00/profile.json,techinsights_proxy_profile,models/def_2407_802_smartsens_sc100at_cs1af00.json
DEF-2308-801,Fujifilm,X-H2s,DEF,structure_ready_medium,42.1,insufficient_for_tcad,3.77,extracted,2.8,extracted,unknown,,unavailable,,2.464,0.448,0.1,unknown,0.0,0.154,6.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2308_801_fujifilm_x_h2s/profile.json,techinsights_proxy_profile,models/def_2308_801_fujifilm_x_h2s.json
DEF-2206-802,ON Semi,AR0220AT3B00XUEA0-DPBR,DEF,structure_ready_medium,42.1,insufficient_for_tcad,4.2,extracted,3.5,extracted,unknown,,unavailable,,3.08,0.56,0.1,unknown,0.0,0.1925,2.3,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2206_802_on_semi_ar0220at3b00xuea0_dpbr/profile.json,techinsights_proxy_profile,models/def_2206_802_on_semi_ar0220at3b00xuea0_dpbr.json
DEF-1908-802,ON Semi,AR0221SR2C00SUEAH3-GEVB,DEF,structure_ready_medium,42.1,insufficient_for_tcad,4.2,extracted,3.5,extracted,unknown,,unavailable,,3.08,0.56,0.1,unknown,0.0,0.1925,2.3,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1908_802_on_semi_ar0221sr2c00sueah3_gevb/profile.json,techinsights_proxy_profile,models/def_1908_802_on_semi_ar0221sr2c00sueah3_gevb.json
DEF-2308-803,,,DEF,proxy_structure_low,40.7,insufficient_for_tcad,11.2,extracted,10.5,extracted,unknown,,unavailable,,9.24,0.8,0.1,unknown,0.0,0.28,3.1,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2308_803/profile.json,techinsights_proxy_profile,models/def_2308_803_none_none.json
DEF-2103-801,ON Semi,MARS1-AR0234ATSMS-GEVB,DEF,proxy_structure_low,40.2,process_snippet_only,3.0,extracted,2.95,inferred_empirical,unknown,,unavailable,,2.596,0.472,0.1,unknown,0.0,0.16225,5.6,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2103_801_on_semi_mars1_ar0234atsms_gevb/profile.json,techinsights_proxy_profile,models/def_2103_801_on_semi_mars1_ar0234atsms_gevb.json
DEF-1902-801,ON Semi,AR0233AT1B00XUEA0-DRBR-E,DEF,proxy_structure_low,40.2,process_snippet_only,3.0,extracted,2.95,inferred_empirical,unknown,,unavailable,,2.596,0.472,0.1,unknown,0.0,0.16225,1.7,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1902_801_on_semi_ar0233at1b00xuea0_drbr_e/profile.json,techinsights_proxy_profile,models/def_1902_801_on_semi_ar0233at1b00xuea0_drbr_e.json
DEF-1901-801,ON Semi,AR0237 RGB-IR,DEF,proxy_structure_low,40.2,process_snippet_only,3.0,extracted,2.95,inferred_empirical,unknown,,unavailable,,2.596,0.472,0.1,unknown,0.0,0.16225,6.0,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1901_801_on_semi_ar0237_rgb_ir/profile.json,techinsights_proxy_profile,models/def_1901_801_on_semi_ar0237_rgb_ir.json
DEF-1809-802,Sony,IMX250MZR,DEF,proxy_structure_low,40.2,process_snippet_only,3.45,extracted,3.6,inferred_empirical,unknown,,unavailable,,3.168,0.576,0.1,unknown,0.0,0.198,6.7,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1809_802_sony_imx250mzr/profile.json,techinsights_proxy_profile,models/def_1809_802_sony_imx250mzr.json
DEF-1805-803,ON Semi,AS0140,DEF,proxy_structure_low,40.2,process_snippet_only,3.0,extracted,2.95,inferred_empirical,unknown,,unavailable,,2.596,0.472,0.1,unknown,0.0,0.16225,6.0,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1805_803_on_semi_as0140/profile.json,techinsights_proxy_profile,models/def_1805_803_on_semi_as0140.json
DEF-1802-801,ON Semi,AR0144CSSC00SUKAH3-GEVB,DEF,proxy_structure_low,40.2,process_snippet_only,3.0,extracted,2.95,inferred_empirical,unknown,,unavailable,,2.596,0.472,0.1,unknown,0.0,0.16225,6.6,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1802_801_on_semi_ar0144cssc00sukah3_gevb/profile.json,techinsights_proxy_profile,models/def_1802_801_on_semi_ar0144cssc00sukah3_gevb.json
DEF-1703-802,Sony,IMX270,DEF,proxy_structure_low,40.2,process_snippet_only,3.3,extracted,3.6,inferred_empirical,unknown,,unavailable,,3.168,0.576,0.1,unknown,0.0,0.198,6.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1703_802_sony_imx270/profile.json,techinsights_proxy_profile,models/def_1703_802_sony_imx270.json
DEF-1503-802,SmartSens,SC1035,DEF,proxy_structure_low,40.2,process_snippet_only,4.0,extracted,2.9,inferred_empirical,unknown,,unavailable,,2.552,0.464,0.1,unknown,0.0,0.1595,4.6,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1503_802_smartsens_sc1035/profile.json,techinsights_proxy_profile,models/def_1503_802_smartsens_sc1035.json
DEF-1412-801,Sony,IMX210AQL,DEF,proxy_structure_low,40.2,process_snippet_only,3.9,extracted,3.6,inferred_empirical,unknown,,unavailable,,3.168,0.576,0.1,unknown,0.0,0.198,6.8,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1412_801_sony_imx210aql/profile.json,techinsights_proxy_profile,models/def_1412_801_sony_imx210aql.json
DEF-1311-801,OmniVision,OV07955-E53V-PF,DEF,proxy_structure_low,40.2,process_snippet_only,6.0,extracted,3.0,inferred_empirical,unknown,,unavailable,,2.64,0.48,0.1,unknown,0.0,0.165,5.1,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1311_801_omnivision_ov07955_e53v_pf/profile.json,techinsights_proxy_profile,models/def_1311_801_omnivision_ov07955_e53v_pf.json
DEP-1811-802,Sony,IMX250MZR,DEP,proxy_structure_low,39.3,process_snippet_only,3.45,extracted,3.6,inferred_empirical,unknown,,unavailable,,3.168,0.576,0.1,unknown,0.0,0.198,2.25,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_1811_802_sony_imx250mzr/profile.json,techinsights_proxy_profile,models/dep_1811_802_sony_imx250mzr.json
DEF-2104-802,Sony,IMX991-AABA,DEF,proxy_structure_low,39.3,process_snippet_only,5.0,extracted,3.6,inferred_empirical,unknown,,unavailable,,3.168,0.576,0.1,unknown,0.0,0.198,2.25,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2104_802_sony_imx991_aaba/profile.json,techinsights_proxy_profile,models/def_2104_802_sony_imx991_aaba.json
DEF-1408-801,OmniVision,OV5670,DEF,proxy_structure_low,39.3,process_snippet_only,1.4,extracted,3.0,inferred_empirical,unknown,,unavailable,,2.64,0.48,0.1,unknown,0.0,0.165,2.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1408_801_omnivision_ov5670/profile.json,techinsights_proxy_profile,models/def_1408_801_omnivision_ov5670.json
DEF-2402-804,Canon,LI5030SAC,DEF,proxy_structure_low,38.4,process_snippet_only,6.4,extracted,4.1,inferred_empirical,unknown,,unavailable,,3.608,0.656,0.1,unknown,0.0,0.2255,9.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2402_804_canon_li5030sac/profile.json,techinsights_proxy_profile,models/def_2402_804_canon_li5030sac.json
DEF-2001-802,Canon,3862C002,DEF,proxy_structure_low,38.4,process_snippet_only,3.4,extracted,2.7,inferred_empirical,unknown,,unavailable,,2.376,0.432,0.1,unknown,0.0,0.1485,6.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2001_802_canon_3862c002/profile.json,techinsights_proxy_profile,models/def_2001_802_canon_3862c002.json
DEF-1905-803,PMD Technologies,IRS2381C,DEF,proxy_structure_low,38.4,process_snippet_only,14.0,extracted,4.1,inferred_empirical,unknown,,unavailable,,3.608,0.656,0.1,unknown,0.0,0.2255,16.0,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1905_803_pmd_technologies_irs2381c/profile.json,techinsights_proxy_profile,models/def_1905_803_pmd_technologies_irs2381c.json
DEF-1708-805,Aptina,522487,DEF,proxy_structure_low,38.4,process_snippet_only,3.0,extracted,2.7,inferred_empirical,unknown,,unavailable,,2.376,0.432,0.1,unknown,0.0,0.1485,2.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1708_805_aptina_522487/profile.json,techinsights_proxy_profile,models/def_1708_805_aptina_522487.json
