simulation_id,company,publication_number,configuration,use_tier,recommended_for_camerae2e,optical_spec_source,focal_length_mm,f_number,half_field_deg,psf_debug_status,psf_highres_status
p0050:base,Largan,US10948695B2,base,proxy_only,0,caption,4.76,1.62,39.0,failed,not_attempted
p0051:base,Largan,US10948695B2,base,proxy_only,0,caption,4.7,1.53,39.2,failed,not_attempted
p0052:base,Largan,US10948695B2,base,proxy_only,0,caption,4.76,1.62,38.9,failed,not_attempted
p0161:base,Largan,US20130003193A1,base,proxy_only,0,caption,3.15,2.6,34.7,failed,not_attempted
p0162:base,Largan,US20130003193A1,base,proxy_only,0,caption,2.91,2.6,37.0,failed,not_attempted
p0163:base,Largan,US20130003193A1,base,proxy_only,0,caption,3.09,2.6,35.5,failed,not_attempted
p0164:base,Largan,US20130003193A1,base,proxy_only,0,caption,3.09,2.6,35.4,failed,not_attempted
p0165:base,Largan,US20130003193A1,base,proxy_only,0,caption,3.02,2.6,36.1,failed,not_attempted
p0166:base,Largan,US20130003193A1,base,proxy_only,0,caption,3.32,2.8,33.2,failed,not_attempted
p0167:base,Largan,US20130003193A1,base,proxy_only,0,caption,3.22,2.8,34.0,failed,not_attempted
p0168:base,Largan,US20130003193A1,base,proxy_only,0,caption,3.22,2.8,34.0,failed,not_attempted
p0169:base,Largan,US20130003193A1,base,proxy_only,0,caption,3.11,2.6,35.0,failed,not_attempted
p0173:base,Largan,US20130176631A1,base,proxy_only,0,caption,4.61,2.8,31.1,failed,not_attempted
p0174:base,Largan,US20130176631A1,base,proxy_only,0,caption,4.34,2.6,32.9,failed,not_attempted
p0175:base,Largan,US20130176631A1,base,proxy_only,0,caption,4.58,2.8,29.9,failed,not_attempted
p0176:base,Largan,US20130176631A1,base,proxy_only,0,caption,4.78,2.75,30.5,failed,not_attempted
p0177:base,Largan,US20130176631A1,base,proxy_only,0,caption,4.65,2.95,30.0,failed,not_attempted
p0178:base,Largan,US20130176631A1,base,proxy_only,0,caption,4.63,3.0,29.9,failed,not_attempted
p0179:base,Largan,US20130176631A1,base,proxy_only,0,caption,4.77,2.7,30.4,failed,not_attempted
p0298:base,Largan,US8339718B1,base,proxy_only,0,caption,4.03,2.8,35.1,failed,not_attempted
p0299:base,Largan,US8339718B1,base,proxy_only,0,caption,3.91,2.52,35.6,failed,not_attempted
p0300:base,Largan,US8339718B1,base,proxy_only,0,caption,4.17,2.76,34.6,failed,not_attempted
p0301:base,Largan,US8339718B1,base,proxy_only,0,caption,4.12,2.72,34.6,failed,not_attempted
p0302:base,Largan,US8339718B1,base,proxy_only,0,caption,4.15,2.7,34.6,failed,not_attempted
p0303:base,Largan,US8339718B1,base,proxy_only,0,caption,4.11,2.81,34.6,failed,not_attempted
p0304:base,Largan,US8339718B1,base,proxy_only,0,caption,3.34,2.8,33.4,failed,not_attempted
p0305:base,Largan,US8451545B2,base,proxy_only,0,caption,4.33,2.85,33.5,failed,not_attempted
p0306:base,Largan,US8451545B2,base,proxy_only,0,caption,4.35,2.85,33.1,failed,not_attempted
p0307:base,Largan,US8451545B2,base,proxy_only,0,caption,4.63,3.0,32.3,failed,not_attempted
p0308:base,Largan,US8451545B2,base,proxy_only,0,caption,4.23,3.3,33.4,failed,not_attempted
p0309:base,Largan,US8451545B2,base,proxy_only,0,caption,4.42,3.0,32.6,failed,not_attempted
p0310:base,Largan,US8451545B2,base,proxy_only,0,caption,4.44,3.0,32.5,failed,not_attempted
p0311:base,Largan,US8451545B2,base,proxy_only,0,caption,4.2,2.85,34.5,failed,not_attempted
p0312:base,Largan,US8451545B2,base,proxy_only,0,caption,4.49,2.85,32.4,failed,not_attempted
p0326:base,Largan,US8649112B2,base,proxy_only,0,caption,4.61,2.8,31.1,failed,not_attempted
p0327:base,Largan,US8649112B2,base,proxy_only,0,caption,4.34,2.6,32.9,failed,not_attempted
p0328:base,Largan,US8649112B2,base,proxy_only,0,caption,4.58,2.8,29.9,failed,not_attempted
p0329:base,Largan,US8649112B2,base,proxy_only,0,caption,4.78,2.75,30.5,failed,not_attempted
p0330:base,Largan,US8649112B2,base,proxy_only,0,caption,4.65,2.95,30.0,failed,not_attempted
p0331:base,Largan,US8649112B2,base,proxy_only,0,caption,4.63,3.0,29.9,failed,not_attempted
p0332:base,Largan,US8649112B2,base,proxy_only,0,caption,4.77,2.7,30.4,failed,not_attempted
p0337:base,Largan,US8743479B2,base,proxy_only,0,caption,2.92,2.07,37.7,failed,not_attempted
p0338:base,Largan,US8743479B2,base,proxy_only,0,caption,3.19,2.35,34.9,failed,not_attempted
p0339:base,Largan,US8743479B2,base,proxy_only,0,caption,2.86,2.15,37.8,failed,not_attempted
p0340:base,Largan,US8743479B2,base,proxy_only,0,caption,3.18,2.2,34.5,failed,not_attempted
p0341:base,Largan,US8743479B2,base,proxy_only,0,caption,2.91,2.32,37.3,failed,not_attempted
p0342:base,Largan,US8743479B2,base,proxy_only,0,caption,3.0,2.4,36.1,failed,not_attempted
p0343:base,Largan,US8743479B2,base,proxy_only,0,caption,2.76,2.52,37.8,failed,not_attempted
p0344:base,Largan,US8743479B2,base,proxy_only,0,caption,2.83,2.52,37.8,failed,not_attempted
p0345:base,Largan,US8743479B2,base,proxy_only,0,caption,2.7,2.1,39.6,failed,not_attempted
p0346:base,Largan,US8743479B2,base,proxy_only,0,caption,2.72,2.07,39.7,failed,not_attempted
p0410:base,Largan,US9759892B2,base,highres_psf,1,caption,3.68,2.23,56.4,generated,generated
p0411:base,Largan,US9759892B2,base,raytrace_psf,1,caption,3.58,2.23,56.0,generated,not_attempted
p0412:base,Largan,US9759892B2,base,raytrace_psf,1,caption,3.64,2.23,57.2,generated,not_attempted
p0413:base,Largan,US9759892B2,base,proxy_only,0,caption,3.35,2.3,58.0,failed,not_attempted
p0414:base,Largan,US9759892B2,base,raytrace_psf,1,caption,3.62,2.05,53.0,generated,not_attempted
p0415:base,Largan,US9759892B2,base,proxy_only,0,caption,2.98,2.15,70.5,failed,not_attempted
p0416:base,Largan,US9759892B2,base,proxy_only,0,caption,2.94,2.4,75.7,failed,not_attempted
p0417:base,Largan,US9759892B2,base,proxy_only,0,caption,2.77,2.4,79.7,failed,not_attempted
p0029:middle,Nikon,US10690896B2,middle,raytrace_psf,1,variable_distance,35.0,4.62,22.92,generated,not_attempted
p0029:tele,Nikon,US10690896B2,tele,raytrace_psf,1,variable_distance,53.4,5.88,15.35,generated,not_attempted
p0029:wide,Nikon,US10690896B2,wide,raytrace_psf,1,variable_distance,18.5,3.64,40.3,generated,not_attempted
p0030:middle,Nikon,US10690896B2,middle,raytrace_psf,1,variable_distance,35.0,4.7,22.915,generated,not_attempted
p0030:tele,Nikon,US10690896B2,tele,raytrace_psf,1,variable_distance,53.4,5.84,15.36,generated,not_attempted
p0030:wide,Nikon,US10690896B2,wide,raytrace_psf,1,variable_distance,18.5,3.64,40.305,generated,not_attempted
p0031:middle,Nikon,US10690896B2,middle,raytrace_psf,1,variable_distance,35.0,4.6,22.9,generated,not_attempted
p0031:tele,Nikon,US10690896B2,tele,raytrace_psf,1,variable_distance,53.4,5.88,15.345,generated,not_attempted
p0031:wide,Nikon,US10690896B2,wide,raytrace_psf,1,variable_distance,18.5,3.64,40.295,generated,not_attempted
p0032:middle,Nikon,US10690896B2,middle,raytrace_psf,1,variable_distance,35.0,4.6,22.915,generated,not_attempted
p0032:tele,Nikon,US10690896B2,tele,raytrace_psf,1,variable_distance,53.4,5.88,15.36,generated,not_attempted
p0032:wide,Nikon,US10690896B2,wide,raytrace_psf,1,variable_distance,18.5,3.63,40.295,generated,not_attempted
p0033:middle,Nikon,US10690896B2,middle,raytrace_psf,1,variable_distance,35.0,4.6,22.945,generated,not_attempted
p0033:tele,Nikon,US10690896B2,tele,raytrace_psf,1,variable_distance,53.4,5.88,15.38,generated,not_attempted
p0033:wide,Nikon,US10690896B2,wide,proxy_only,0,variable_distance,18.5,3.62,40.295,failed,not_attempted
p0034:base,Nikon,US10754130B2,base,partial,0,paraxial_or_proxy,0.02946445171565279,,,not_attempted,not_attempted
p0035:base,Nikon,US10754130B2,base,partial,0,paraxial_or_proxy,0.027211096887224735,,,not_attempted,not_attempted
p0036:base,Nikon,US10754130B2,base,proxy_only,0,paraxial_or_proxy,0.034155845821535795,0.034155845821535795,,failed,not_attempted
p0037:base,Nikon,US10754130B2,base,partial,0,paraxial_or_proxy,0.03477617475727487,,,not_attempted,not_attempted
p0038:base,Nikon,US10754130B2,base,partial,0,paraxial_or_proxy,0.04510073996268107,,,not_attempted,not_attempted
p0060:close-middle,Nikon,US11347035B2,close-middle,raytrace_psf,1,variable_distance,50.0,2.92,22.84,generated,not_attempted
p0060:close-tele,Nikon,US11347035B2,close-tele,raytrace_psf,1,variable_distance,67.9,2.92,16.82,generated,not_attempted
p0060:close-wide,Nikon,US11347035B2,close-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.55,generated,not_attempted
p0060:infinity-middle,Nikon,US11347035B2,infinity-middle,raytrace_psf,1,variable_distance,50.0,2.92,22.84,generated,not_attempted
p0060:infinity-tele,Nikon,US11347035B2,infinity-tele,raytrace_psf,1,variable_distance,67.9,2.92,16.82,generated,not_attempted
p0060:infinity-wide,Nikon,US11347035B2,infinity-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.55,generated,not_attempted
p0061:close-middle,Nikon,US11347035B2,close-middle,raytrace_psf,1,variable_distance,50.0,2.92,23.99,generated,not_attempted
p0061:close-tele,Nikon,US11347035B2,close-tele,raytrace_psf,1,variable_distance,67.9,2.92,17.81,generated,not_attempted
p0061:close-wide,Nikon,US11347035B2,close-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.06,generated,not_attempted
p0061:infinity-middle,Nikon,US11347035B2,infinity-middle,raytrace_psf,1,variable_distance,50.0,2.92,23.99,generated,not_attempted
p0061:infinity-tele,Nikon,US11347035B2,infinity-tele,raytrace_psf,1,variable_distance,67.9,2.92,17.81,generated,not_attempted
p0061:infinity-wide,Nikon,US11347035B2,infinity-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.06,generated,not_attempted
p0062:close-middle,Nikon,US11347035B2,close-middle,raytrace_psf,1,variable_distance,50.0,2.92,23.69,generated,not_attempted
p0062:close-tele,Nikon,US11347035B2,close-tele,raytrace_psf,1,variable_distance,67.9,2.92,17.64,generated,not_attempted
p0062:close-wide,Nikon,US11347035B2,close-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.13,generated,not_attempted
p0062:infinity-middle,Nikon,US11347035B2,infinity-middle,raytrace_psf,1,variable_distance,50.0,2.92,23.69,generated,not_attempted
p0062:infinity-tele,Nikon,US11347035B2,infinity-tele,raytrace_psf,1,variable_distance,67.9,2.92,17.64,generated,not_attempted
p0062:infinity-wide,Nikon,US11347035B2,infinity-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.13,generated,not_attempted
p0063:close-middle,Nikon,US11347035B2,close-middle,raytrace_psf,1,variable_distance,50.0,2.92,24.01,generated,not_attempted
p0063:close-tele,Nikon,US11347035B2,close-tele,raytrace_psf,1,variable_distance,67.9,2.92,17.64,generated,not_attempted
p0063:close-wide,Nikon,US11347035B2,close-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.4,generated,not_attempted
p0063:infinity-middle,Nikon,US11347035B2,infinity-middle,raytrace_psf,1,variable_distance,50.0,2.92,24.01,generated,not_attempted
p0063:infinity-tele,Nikon,US11347035B2,infinity-tele,raytrace_psf,1,variable_distance,67.9,2.92,17.64,generated,not_attempted
p0063:infinity-wide,Nikon,US11347035B2,infinity-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.4,generated,not_attempted
p0064:close-middle,Nikon,US11347035B2,close-middle,raytrace_psf,1,variable_distance,50.0,2.92,22.96,generated,not_attempted
p0064:close-tele,Nikon,US11347035B2,close-tele,raytrace_psf,1,variable_distance,67.9,2.92,16.89,generated,not_attempted
p0064:close-wide,Nikon,US11347035B2,close-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.62,generated,not_attempted
p0064:infinity-middle,Nikon,US11347035B2,infinity-middle,raytrace_psf,1,variable_distance,50.0,2.92,22.96,generated,not_attempted
p0064:infinity-tele,Nikon,US11347035B2,infinity-tele,raytrace_psf,1,variable_distance,67.9,2.92,16.89,generated,not_attempted
p0064:infinity-wide,Nikon,US11347035B2,infinity-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.62,generated,not_attempted
p0065:close-middle,Nikon,US11347035B2,close-middle,raytrace_psf,1,variable_distance,50.0,2.92,22.94,generated,not_attempted
p0065:close-tele,Nikon,US11347035B2,close-tele,raytrace_psf,1,variable_distance,67.9,2.92,16.82,generated,not_attempted
p0065:close-wide,Nikon,US11347035B2,close-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.65,generated,not_attempted
p0065:infinity-middle,Nikon,US11347035B2,infinity-middle,raytrace_psf,1,variable_distance,50.0,2.92,22.94,generated,not_attempted
p0065:infinity-tele,Nikon,US11347035B2,infinity-tele,raytrace_psf,1,variable_distance,67.9,2.92,16.82,generated,not_attempted
p0065:infinity-wide,Nikon,US11347035B2,infinity-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.65,generated,not_attempted
p0066:close-middle,Nikon,US11347035B2,close-middle,raytrace_psf,1,variable_distance,50.0,2.92,23.92,generated,not_attempted
p0066:close-tele,Nikon,US11347035B2,close-tele,raytrace_psf,1,variable_distance,67.9,2.92,17.64,generated,not_attempted
p0066:close-wide,Nikon,US11347035B2,close-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.41,generated,not_attempted
p0066:infinity-middle,Nikon,US11347035B2,infinity-middle,raytrace_psf,1,variable_distance,50.0,2.92,23.92,generated,not_attempted
p0066:infinity-tele,Nikon,US11347035B2,infinity-tele,raytrace_psf,1,variable_distance,67.9,2.92,17.64,generated,not_attempted
p0066:infinity-wide,Nikon,US11347035B2,infinity-wide,raytrace_psf,1,variable_distance,22.7,2.92,45.41,generated,not_attempted
p0067:close-middle,Nikon,US11347035B2,close-middle,raytrace_psf,1,variable_distance,50.0,3.0,22.98,generated,not_attempted
p0067:close-tele,Nikon,US11347035B2,close-tele,raytrace_psf,1,variable_distance,67.9,3.03,16.81,generated,not_attempted
p0067:close-wide,Nikon,US11347035B2,close-wide,raytrace_psf,1,variable_distance,22.7,3.03,45.52,generated,not_attempted
p0067:infinity-middle,Nikon,US11347035B2,infinity-middle,raytrace_psf,1,variable_distance,50.0,3.0,22.98,generated,not_attempted
p0067:infinity-tele,Nikon,US11347035B2,infinity-tele,raytrace_psf,1,variable_distance,67.9,3.03,16.81,generated,not_attempted
p0067:infinity-wide,Nikon,US11347035B2,infinity-wide,raytrace_psf,1,variable_distance,22.7,3.03,45.52,generated,not_attempted
p0085:intermediate,Nikon,US11994746B2,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0085:telephoto,Nikon,US11994746B2,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0085:wide-angle,Nikon,US11994746B2,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0086:intermediate,Nikon,US11994746B2,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0086:telephoto,Nikon,US11994746B2,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0086:wide-angle,Nikon,US11994746B2,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0087:intermediate,Nikon,US11994746B2,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0087:telephoto,Nikon,US11994746B2,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0087:wide-angle,Nikon,US11994746B2,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0088:intermediate,Nikon,US11994746B2,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0088:telephoto,Nikon,US11994746B2,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0088:wide-angle,Nikon,US11994746B2,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0089:intermediate,Nikon,US11994746B2,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0089:telephoto,Nikon,US11994746B2,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0089:wide-angle,Nikon,US11994746B2,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0090:intermediate,Nikon,US11994746B2,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0090:telephoto,Nikon,US11994746B2,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0090:wide-angle,Nikon,US11994746B2,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0091:intermediate,Nikon,US11994746B2,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0091:telephoto,Nikon,US11994746B2,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0091:wide-angle,Nikon,US11994746B2,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0097:infinity-middle,Nikon,US12140739B2,infinity-middle,partial,0,paraxial_or_proxy,49.10510309114355,,,not_attempted,not_attempted
p0097:infinity-tele,Nikon,US12140739B2,infinity-tele,partial,0,paraxial_or_proxy,66.65501752340336,,,not_attempted,not_attempted
p0097:infinity-wide,Nikon,US12140739B2,infinity-wide,partial,0,paraxial_or_proxy,24.293296830801438,,,not_attempted,not_attempted
p0097:short-middle,Nikon,US12140739B2,short-middle,partial,0,paraxial_or_proxy,50.0070601207473,,,not_attempted,not_attempted
p0097:short-tele,Nikon,US12140739B2,short-tele,partial,0,paraxial_or_proxy,67.89941891298588,,,not_attempted,not_attempted
p0097:short-wide,Nikon,US12140739B2,short-wide,partial,0,paraxial_or_proxy,24.750197908358633,,,not_attempted,not_attempted
p0098:infinity-middle,Nikon,US12140739B2,infinity-middle,partial,0,paraxial_or_proxy,49.03037158003241,,,not_attempted,not_attempted
p0098:infinity-tele,Nikon,US12140739B2,infinity-tele,partial,0,paraxial_or_proxy,66.42737273182058,,,not_attempted,not_attempted
p0098:infinity-wide,Nikon,US12140739B2,infinity-wide,partial,0,paraxial_or_proxy,24.256270896529717,,,not_attempted,not_attempted
p0098:short-middle,Nikon,US12140739B2,short-middle,partial,0,paraxial_or_proxy,50.016538847455095,,,not_attempted,not_attempted
p0098:short-tele,Nikon,US12140739B2,short-tele,partial,0,paraxial_or_proxy,67.89622481720731,,,not_attempted,not_attempted
p0098:short-wide,Nikon,US12140739B2,short-wide,partial,0,paraxial_or_proxy,24.749592355055015,,,not_attempted,not_attempted
p0099:infinity-middle,Nikon,US12140739B2,infinity-middle,partial,0,paraxial_or_proxy,48.69244935449507,,,not_attempted,not_attempted
p0099:infinity-tele,Nikon,US12140739B2,infinity-tele,partial,0,paraxial_or_proxy,66.1156502899402,,,not_attempted,not_attempted
p0099:infinity-wide,Nikon,US12140739B2,infinity-wide,partial,0,paraxial_or_proxy,24.152930199000906,,,not_attempted,not_attempted
p0099:short-middle,Nikon,US12140739B2,short-middle,partial,0,paraxial_or_proxy,49.99940043762872,,,not_attempted,not_attempted
p0099:short-tele,Nikon,US12140739B2,short-tele,partial,0,paraxial_or_proxy,67.89959564169853,,,not_attempted,not_attempted
p0099:short-wide,Nikon,US12140739B2,short-wide,partial,0,paraxial_or_proxy,24.750504522480057,,,not_attempted,not_attempted
p0100:infinity-middle,Nikon,US12140739B2,infinity-middle,partial,0,paraxial_or_proxy,48.66165235188536,,,not_attempted,not_attempted
p0100:infinity-tele,Nikon,US12140739B2,infinity-tele,partial,0,paraxial_or_proxy,66.03998979718402,,,not_attempted,not_attempted
p0100:infinity-wide,Nikon,US12140739B2,infinity-wide,partial,0,paraxial_or_proxy,24.126288980657197,,,not_attempted,not_attempted
p0100:short-middle,Nikon,US12140739B2,short-middle,partial,0,paraxial_or_proxy,50.001619486199026,,,not_attempted,not_attempted
p0100:short-tele,Nikon,US12140739B2,short-tele,partial,0,paraxial_or_proxy,67.8981427064944,,,not_attempted,not_attempted
p0100:short-wide,Nikon,US12140739B2,short-wide,partial,0,paraxial_or_proxy,24.75000809131763,,,not_attempted,not_attempted
p0101:infinity-middle,Nikon,US12140739B2,infinity-middle,partial,0,paraxial_or_proxy,49.14756417035899,,,not_attempted,not_attempted
p0101:infinity-tele,Nikon,US12140739B2,infinity-tele,partial,0,paraxial_or_proxy,66.65166288055863,,,not_attempted,not_attempted
p0101:infinity-wide,Nikon,US12140739B2,infinity-wide,partial,0,paraxial_or_proxy,24.315013872878747,,,not_attempted,not_attempted
p0101:short-middle,Nikon,US12140739B2,short-middle,partial,0,paraxial_or_proxy,50.02006383041408,,,not_attempted,not_attempted
p0101:short-tele,Nikon,US12140739B2,short-tele,partial,0,paraxial_or_proxy,67.90076987323143,,,not_attempted,not_attempted
p0101:short-wide,Nikon,US12140739B2,short-wide,partial,0,paraxial_or_proxy,24.74963713232222,,,not_attempted,not_attempted
p0131:base,Nikon,US20100214658A1,base,partial,0,paraxial_or_proxy,5.970084286249857e-09,,,not_attempted,not_attempted
p0132:base,Nikon,US20100214658A1,base,partial,0,paraxial_or_proxy,4.840847062036483e-08,,,not_attempted,not_attempted
p0133:base,Nikon,US20100214658A1,base,partial,0,paraxial_or_proxy,3.7728783130643977e-07,,,not_attempted,not_attempted
p0134:base,Nikon,US20100214658A1,base,partial,0,paraxial_or_proxy,8.966763583254163e-09,,,not_attempted,not_attempted
p0135:base,Nikon,US20100214658A1,base,partial,0,paraxial_or_proxy,6.751746408473553e-08,,,not_attempted,not_attempted
p0136:base,Nikon,US20100214658A1,base,partial,0,paraxial_or_proxy,5.549677689510804e-09,,,not_attempted,not_attempted
p0222:middle,Nikon,US20180307012A1,middle,raytrace_psf,1,variable_distance,35.0,4.62,22.92,generated,not_attempted
p0222:tele,Nikon,US20180307012A1,tele,raytrace_psf,1,variable_distance,53.4,5.88,15.35,generated,not_attempted
p0222:wide,Nikon,US20180307012A1,wide,raytrace_psf,1,variable_distance,18.5,3.64,40.3,generated,not_attempted
p0223:middle,Nikon,US20180307012A1,middle,raytrace_psf,1,variable_distance,35.0,4.7,22.915,generated,not_attempted
p0223:tele,Nikon,US20180307012A1,tele,raytrace_psf,1,variable_distance,53.4,5.84,15.36,generated,not_attempted
p0223:wide,Nikon,US20180307012A1,wide,raytrace_psf,1,variable_distance,18.5,3.64,40.305,generated,not_attempted
p0224:middle,Nikon,US20180307012A1,middle,raytrace_psf,1,variable_distance,35.0,4.6,22.9,generated,not_attempted
p0224:tele,Nikon,US20180307012A1,tele,raytrace_psf,1,variable_distance,53.4,5.88,15.345,generated,not_attempted
p0224:wide,Nikon,US20180307012A1,wide,raytrace_psf,1,variable_distance,18.5,3.64,40.295,generated,not_attempted
p0225:middle,Nikon,US20180307012A1,middle,raytrace_psf,1,variable_distance,35.0,4.6,22.915,generated,not_attempted
p0225:tele,Nikon,US20180307012A1,tele,raytrace_psf,1,variable_distance,53.4,5.88,15.36,generated,not_attempted
p0225:wide,Nikon,US20180307012A1,wide,raytrace_psf,1,variable_distance,18.5,3.63,40.295,generated,not_attempted
p0226:middle,Nikon,US20180307012A1,middle,raytrace_psf,1,variable_distance,35.0,4.6,22.945,generated,not_attempted
p0226:tele,Nikon,US20180307012A1,tele,raytrace_psf,1,variable_distance,53.4,5.88,15.38,generated,not_attempted
p0226:wide,Nikon,US20180307012A1,wide,proxy_only,0,variable_distance,18.5,3.62,40.295,failed,not_attempted
p0272:intermediate,Nikon,US20220075141A1,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0272:telephoto,Nikon,US20220075141A1,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0272:wide-angle,Nikon,US20220075141A1,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0273:intermediate,Nikon,US20220075141A1,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0273:telephoto,Nikon,US20220075141A1,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0273:wide-angle,Nikon,US20220075141A1,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0274:intermediate,Nikon,US20220075141A1,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0274:telephoto,Nikon,US20220075141A1,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0274:wide-angle,Nikon,US20220075141A1,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0275:intermediate,Nikon,US20220075141A1,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0275:telephoto,Nikon,US20220075141A1,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0275:wide-angle,Nikon,US20220075141A1,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0276:intermediate,Nikon,US20220075141A1,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0276:telephoto,Nikon,US20220075141A1,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0276:wide-angle,Nikon,US20220075141A1,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0277:intermediate,Nikon,US20220075141A1,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0277:telephoto,Nikon,US20220075141A1,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0277:wide-angle,Nikon,US20220075141A1,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0278:intermediate,Nikon,US20220075141A1,intermediate,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0278:telephoto,Nikon,US20220075141A1,telephoto,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0278:wide-angle,Nikon,US20220075141A1,wide-angle,partial,0,metadata,35.0,,,not_attempted,not_attempted
p0354:base,Nikon,US9256059B2,base,partial,0,paraxial_or_proxy,18.499386224867465,,,not_attempted,not_attempted
p0355:base,Nikon,US9256059B2,base,partial,0,paraxial_or_proxy,18.500859000466193,,,not_attempted,not_attempted
p0356:base,Nikon,US9256059B2,base,partial,0,paraxial_or_proxy,18.49863958446438,,,not_attempted,not_attempted
p0357:base,Nikon,US9256059B2,base,partial,0,paraxial_or_proxy,18.499428548048513,,,not_attempted,not_attempted
p0358:base,Nikon,US9256059B2,base,partial,0,paraxial_or_proxy,18.35992041236557,,,not_attempted,not_attempted
p0359:base,Nikon,US9256059B2,base,partial,0,paraxial_or_proxy,18.492735868797958,,,not_attempted,not_attempted
p0128:base,Olympus/OM System,US20090174949A1,base,partial,0,paraxial_or_proxy,41.02886819009082,,,not_attempted,not_attempted
p0129:base,Olympus/OM System,US20090174949A1,base,partial,0,paraxial_or_proxy,42.15911794331248,,,not_attempted,not_attempted
p0130:base,Olympus/OM System,US20090174949A1,base,partial,0,paraxial_or_proxy,16.62240896475964,,,not_attempted,not_attempted
p0147:base,Olympus/OM System,US20120307372A1,base,partial,0,paraxial_or_proxy,4.962570627336159,,,not_attempted,not_attempted
p0148:base,Olympus/OM System,US20120307372A1,base,partial,0,paraxial_or_proxy,4.204409298322539,,,not_attempted,not_attempted
p0149:base,Olympus/OM System,US20120307372A1,base,partial,0,paraxial_or_proxy,8.945140472084516,,,not_attempted,not_attempted
p0150:base,Olympus/OM System,US20120307372A1,base,partial,0,paraxial_or_proxy,10.07223095336173,,,not_attempted,not_attempted
p0151:base,Olympus/OM System,US20120307372A1,base,partial,0,paraxial_or_proxy,56.072172909096224,,,not_attempted,not_attempted
p0152:base,Olympus/OM System,US20120307372A1,base,partial,0,paraxial_or_proxy,5.321476962626404,,,not_attempted,not_attempted
p0153:base,Olympus/OM System,US20120307372A1,base,partial,0,paraxial_or_proxy,6.511017166891144,,,not_attempted,not_attempted
p0154:base,Olympus/OM System,US20120307372A1,base,partial,0,paraxial_or_proxy,7.832076187620648,,,not_attempted,not_attempted
